metabolite_solar,mz_solar,rt_solar,cpd,aa_cho_lipid,pathways_solar,main_sp_pthw_solar,main_sp_pthw_categorized_solar,exposure,p_value_solar,t_score_solar,beta_solar,conf_low_solar,conf_high_solar,mode_solar,super_pathway_solar,q_value_solar,cpdnum_solar,cpd_sig_solar,exposure2,metabolite_chs,mz_chs,rt_chs,pathways_chs,main_sp_pthw_chs,main_sp_pthw_categorized_chs,p_value_chs,t_score_chs,beta_chs,conf_low_chs,conf_high_chs,mode_chs,super_pathway_chs,q_value_chs,cpdnum_chs,cpd_sig_chs,sig
188.070613767977_37.8432842654906,188.070613767977,37.8432842654906,C00078; C00525; C05660,Amino Acid metab.,Tryptophan metabolism,Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.725130396477588,-0.351956066368378,-0.0217537456500235,-0.143410267388775,0.0999027760887283,positive,Amino acid metabolism,1,424,,HCB,188.070593979047_57.35045175,188.070593979047,57.35045175,Tryptophan metabolism,Amino acid metabolism,Amino acid metabolism,0.00239811851846687,3.0976150079073,0.435855324831225,0.157442990248441,0.714267659414008,positive,Amino acid metabolism,0.7041364846929771,386,,Sig. CHS only
175.107715250708_58.3314300304869,175.107715250708,58.3314300304869,C00437; C01239; C03740,Amino Acid metab.,Urea cycle/amino group metabolism; Aspartate and asparagine metabolism; Aspartate and asparagine metabolism,Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.740871835306446,0.331019917846052,0.0201769922516447,-0.0997983796789606,0.14015236418225,positive,Amino acid metabolism,1,425,,HCB,175.107761579083_90.27647114,175.107761579083,90.27647114,Urea cycle/amino group metabolism; Aspartate and asparagine metabolism; Aspartate and asparagine metabolism; Glutathione Metabolism; Aspartate and asparagine metabolism,Amino acid metabolism,Amino acid metabolism,0.37257619629318,0.894794980796658,0.127636533428994,-0.154607660481716,0.409880727339704,positive,Amino acid metabolism,1,446,,Not-sig
118.060904977349_47.7038710446392,118.060904977349,47.7038710446392,C00581; gudac,Amino Acid metab.,"Glycine, serine, alanine and threonine metabolism; Urea cycle/amino group metabolism",Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.75756431390078,0.308976563187413,0.0187763001871815,-0.100835571456446,0.138388171830809,positive,Amino acid metabolism,1,426,,HCB,101.034565479325_265.8118743,101.034565479325,265.8118743,"Urea cycle/amino group metabolism; Glycine, serine, alanine and threonine metabolism",Amino acid metabolism,Amino acid metabolism,0.307293635597687,1.02500585005085,0.151662399074482,-0.141106630536676,0.444431428685639,positive,Amino acid metabolism,1,440,,Not-sig
118.060904977349_47.7038710446392,118.060904977349,47.7038710446392,C00581; gudac,Amino Acid metab.,"Glycine, serine, alanine and threonine metabolism; Urea cycle/amino group metabolism",Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.75756431390078,0.308976563187413,0.0187763001871815,-0.100835571456446,0.138388171830809,positive,Amino acid metabolism,1,426,,HCB,118.061593776622_87.02765751,118.061593776622,87.02765751,"Urea cycle/amino group metabolism; Glycine, serine, alanine and threonine metabolism",Amino acid metabolism,Amino acid metabolism,0.880667708487443,-0.150422964760935,-0.0216292723087354,-0.306141751427307,0.262883206809836,positive,Amino acid metabolism,1,518,,Not-sig
183.084429805541_47.8433263594291,183.084429805541,47.8433263594291,C00082; CE2174,Amino Acid metab.,Tyrosine metabolism,Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.760041931545718,0.305717786710655,0.0189345761824959,-0.102971312879102,0.140840465244094,positive,Amino acid metabolism,1,427,,HCB,183.084514432806_70.56108636,183.084514432806,70.56108636,Tyrosine metabolism,Amino acid metabolism; Other,Other Combination of pathways,0.799813982799277,0.254115639516573,0.0348707454188944,-0.236650234571723,0.306391725409512,positive,Multiple/other,1,199,,Not-sig
108.080899467297_200.55621837324,108.080899467297,200.55621837324,C02505; C03758; C09642,Amino Acid metab.,Tyrosine metabolism,Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.773424741812188,-0.288170776868701,-0.0179769778348887,-0.140765154368835,0.104811198699058,positive,Amino acid metabolism,1,428,,HCB,108.080743981793_41.71040572,108.080743981793,41.71040572,Tyrosine metabolism,Amino acid metabolism,Amino acid metabolism,0.77762369843935,0.283013467611033,0.0403593543490163,-0.24181053192095,0.322529240618982,positive,Amino acid metabolism,1,500,,Not-sig
114.066269928837_32.6780513976176,114.066269928837,32.6780513976176,C00300; C00791,Amino Acid metab.,"Glycine, serine, alanine and threonine metabolism; Urea cycle/amino group metabolism; Urea cycle/amino group metabolism",Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.790462767233133,0.265958534728026,0.0161054940236077,-0.103087278983107,0.135298267030323,positive,Amino acid metabolism,1,429,,HCB,114.066202397866_49.53441247,114.066202397866,49.53441247,"Urea cycle/amino group metabolism; Glycine, serine, alanine and threonine metabolism; Urea cycle/amino group metabolism",Amino acid metabolism,Amino acid metabolism,0.710232227904813,0.372371312976623,0.0457373445161977,-0.197297355498063,0.288772044530459,positive,Amino acid metabolism,1,489,,Not-sig
209.128125483494_29.4065381049268,209.128125483494,29.4065381049268,C06212; CE5860,Amino Acid metab.,Tryptophan metabolism,Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.803317786758606,0.249286919639089,0.0154443955891612,-0.10649982721031,0.137388618388632,positive,Amino acid metabolism,1,430,,HCB,209.128485364676_41.30196558,209.128485364676,41.30196558,Tryptophan metabolism,Amino acid metabolism,Amino acid metabolism,0.172082363724711,1.3732274396767,0.189024191745444,-0.0833390361615952,0.461387419652484,positive,Amino acid metabolism,1,425,,Not-sig
127.038988397349_112.113919592929,127.038988397349,112.113919592929,C05584,Amino Acid metab.,Tyrosine metabolism,Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.80648685932291,-0.24518780151968,-0.0152281515047366,-0.137475129987464,0.107018826977991,positive,Amino acid metabolism,1,431,,HCB,127.038949200507_40.82753752,127.038949200507,40.82753752,Tyrosine metabolism,Amino acid metabolism,Amino acid metabolism,1.92421895490227e-5,4.43975641847707,0.601525791102964,0.33344316762216,0.869608414583767,positive,Amino acid metabolism,0.014216684300546917,383,C05584,Sig. CHS only
128.08191527766_182.905281876035,128.08191527766,182.905281876035,C00135; C01035,Amino Acid metab.,Histidine metabolism; Aspartate and asparagine metabolism,Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.808598898427409,-0.242458228169358,-0.0151457469121223,-0.138100004714982,0.107808510890737,positive,Amino acid metabolism,1,432,,HCB,110.071265119234_119.5506625,110.071265119234,119.5506625,Beta-Alanine metabolism; Histidine metabolism; Aspartate and asparagine metabolism,Amino acid metabolism,Amino acid metabolism,0.0187099666292378,2.38160886333649,0.345209921586164,0.0584051404012204,0.632014702771107,positive,Amino acid metabolism,1,396,,Sig. CHS only
128.08191527766_182.905281876035,128.08191527766,182.905281876035,C00135; C01035,Amino Acid metab.,Histidine metabolism; Aspartate and asparagine metabolism,Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.808598898427409,-0.242458228169358,-0.0151457469121223,-0.138100004714982,0.107808510890737,positive,Amino acid metabolism,1,432,,HCB,128.081824482083_43.81513721,128.081824482083,43.81513721,Beta-Alanine metabolism; Histidine metabolism; Aspartate and asparagine metabolism,Amino acid metabolism,Amino acid metabolism,0.872423176865134,-0.160903378008931,-0.0239546839537158,-0.318531686890624,0.270622318983192,positive,Amino acid metabolism,1,515,,Not-sig
153.040416923498_32.9470578093846,153.040416923498,32.9470578093846,CE1554,Amino Acid metab.,"Glycine, serine, alanine and threonine metabolism",Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.817831213782715,-0.230547461179251,-0.0139324862850787,-0.132880743808398,0.10501577123824,positive,Amino acid metabolism,1,433,,HCB,153.039513920658_141.1039135,153.039513920658,141.1039135,"Glycine, serine, alanine and threonine metabolism",Amino acid metabolism,Amino acid metabolism,0.682300925066704,0.41026025597029,0.0606732501882486,-0.231951711078043,0.35329821145454,positive,Amino acid metabolism,1,486,,Not-sig
133.080121496163_58.2910164102555,133.080121496163,58.2910164102555,C00300,Amino Acid metab.,"Glycine, serine, alanine and threonine metabolism; Urea cycle/amino group metabolism",Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.822886105278231,0.224040043256944,0.0133756204764246,-0.104135263675001,0.13088650462785,positive,Amino acid metabolism,1,434,,HCB,133.080124531624_90.71340612,133.080124531624,90.71340612,"Urea cycle/amino group metabolism; Glycine, serine, alanine and threonine metabolism",Amino acid metabolism,Amino acid metabolism,0.161910199174126,1.40679957131531,0.193070399910462,-0.0784841129418434,0.464624912762767,positive,Amino acid metabolism,1,420,,Not-sig
133.080121496163_58.2910164102555,133.080121496163,58.2910164102555,C00300,Amino Acid metab.,"Glycine, serine, alanine and threonine metabolism; Urea cycle/amino group metabolism",Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.822886105278231,0.224040043256944,0.0133756204764246,-0.104135263675001,0.13088650462785,positive,Amino acid metabolism,1,434,,HCB,190.035742848673_19.8491468635448,190.035742848673,19.8491468635448,"Urea cycle/amino group metabolism; Glycine, serine, alanine and threonine metabolism",Amino acid metabolism,Amino acid metabolism,0.812434550919312,0.2377766102659,0.0289560991142735,-0.212003636910042,0.269915835138589,negative,Amino acid metabolism,1,506,,Not-sig
180.101906289345_266.963665514517,180.101906289345,266.963665514517,C05588; C09642; CE6316,Amino Acid metab.,Tyrosine metabolism,Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.875132328819311,0.157283594710635,0.00973087204642057,-0.112044128403228,0.131505872496069,positive,Amino acid metabolism,1,436,,HCB,180.101888227497_39.65133793,180.101888227497,39.65133793,Tyrosine metabolism,Amino acid metabolism,Amino acid metabolism,0.171702143003811,1.37445482916579,0.192469773110299,-0.0846105073376168,0.469550053558214,positive,Amino acid metabolism,1,424,,Not-sig
241.031186166654_177.519492204946,241.031186166654,177.519492204946,C00491,Amino Acid metab.,Methionine and cysteine metabolism,Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.889403805796646,0.139182610432612,0.00823221974772656,-0.108186221857665,0.124650661353118,positive,Amino acid metabolism,1,438,,HCB,241.03110047838_232.3761361,241.03110047838,232.3761361,Methionine and cysteine metabolism,Amino acid metabolism,Amino acid metabolism,0.122930965469877,-1.55283778969432,-0.230721993437989,-0.524714634435019,0.0632706475590406,positive,Amino acid metabolism,1,415,,Not-sig
241.031186166654_177.519492204946,241.031186166654,177.519492204946,C00491,Amino Acid metab.,Methionine and cysteine metabolism,Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.889403805796646,0.139182610432612,0.00823221974772656,-0.108186221857665,0.124650661353118,positive,Amino acid metabolism,1,438,,HCB,242.034429149278_232.360116,242.034429149278,232.360116,Methionine and cysteine metabolism,Amino acid metabolism,Amino acid metabolism,0.847389558554726,0.192840456639304,0.0275461966632986,-0.255096031588197,0.310188424914795,positive,Amino acid metabolism,1,511,,Not-sig
101.03465666409_181.575011703928,101.03465666409,181.575011703928,C00581; gudac,Amino Acid metab.,"Glycine, serine, alanine and threonine metabolism; Urea cycle/amino group metabolism",Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.894635235849234,-0.132559173727095,-0.00808658854883983,-0.128159588787824,0.111986411690145,positive,Amino acid metabolism,1,440,,HCB,101.034565479325_265.8118743,101.034565479325,265.8118743,"Urea cycle/amino group metabolism; Glycine, serine, alanine and threonine metabolism",Amino acid metabolism,Amino acid metabolism,0.307293635597687,1.02500585005085,0.151662399074482,-0.141106630536676,0.444431428685639,positive,Amino acid metabolism,1,440,,Not-sig
101.03465666409_181.575011703928,101.03465666409,181.575011703928,C00581; gudac,Amino Acid metab.,"Glycine, serine, alanine and threonine metabolism; Urea cycle/amino group metabolism",Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.894635235849234,-0.132559173727095,-0.00808658854883983,-0.128159588787824,0.111986411690145,positive,Amino acid metabolism,1,440,,HCB,118.061593776622_87.02765751,118.061593776622,87.02765751,"Urea cycle/amino group metabolism; Glycine, serine, alanine and threonine metabolism",Amino acid metabolism,Amino acid metabolism,0.880667708487443,-0.150422964760935,-0.0216292723087354,-0.306141751427307,0.262883206809836,positive,Amino acid metabolism,1,518,,Not-sig
86.0965432394376_35.3243818950325,86.0965432394376,35.3243818950325,C00408; C05936,Amino Acid metab.,Arginine and Proline Metabolism; Urea cycle/amino group metabolism; Aspartate and asparagine metabolism,Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.900547796647126,-0.12508037000159,-0.00764917738356558,-0.128018378818164,0.112720024051033,positive,Amino acid metabolism,1,441,,HCB,86.0963942760202_57.20294624,86.0963942760202,57.20294624,Urea cycle/amino group metabolism; Arginine and Proline Metabolism; Lysine metabolism; Aspartate and asparagine metabolism,Amino acid metabolism,Amino acid metabolism,0.00254145104824919,3.07906286834066,0.396786594036635,0.141803145890989,0.65177004218228,positive,Amino acid metabolism,0.7041364846929771,387,,Sig. CHS only
115.06322842815_31.0480492829323,115.06322842815,31.0480492829323,C00148; C00763; CE4788,Amino Acid metab.,Arginine and Proline Metabolism; Urea cycle/amino group metabolism; Aspartate and asparagine metabolism,Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.909264113084278,-0.114067759873714,-0.00691065189653409,-0.126157225444966,0.112335921651898,positive,Amino acid metabolism,1,442,,HCB,117.073932209953_124.9630806,117.073932209953,124.9630806,Urea cycle/amino group metabolism; Arginine and Proline Metabolism; Aspartate and asparagine metabolism,Amino acid metabolism,Amino acid metabolism,0.207125097973665,1.26792820488137,0.185771538204889,-0.104135040070132,0.475678116479911,positive,Amino acid metabolism,1,429,,Not-sig
115.06322842815_31.0480492829323,115.06322842815,31.0480492829323,C00148; C00763; CE4788,Amino Acid metab.,Arginine and Proline Metabolism; Urea cycle/amino group metabolism; Aspartate and asparagine metabolism,Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.909264113084278,-0.114067759873714,-0.00691065189653409,-0.126157225444966,0.112335921651898,positive,Amino acid metabolism,1,442,,HCB,117.073933109953_89.23098737,117.073933109953,89.23098737,Urea cycle/amino group metabolism; Arginine and Proline Metabolism; Aspartate and asparagine metabolism,Amino acid metabolism,Amino acid metabolism,0.819485515496039,0.228676230861654,0.0331368001297731,-0.253586573902709,0.319860174162256,positive,Amino acid metabolism,1,507,,Not-sig
115.06322842815_31.0480492829323,115.06322842815,31.0480492829323,C00148; C00763; CE4788,Amino Acid metab.,Arginine and Proline Metabolism; Urea cycle/amino group metabolism; Aspartate and asparagine metabolism,Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.909264113084278,-0.114067759873714,-0.00691065189653409,-0.126157225444966,0.112335921651898,positive,Amino acid metabolism,1,442,,HCB,115.06321596706_51.4027065,115.06321596706,51.4027065,Urea cycle/amino group metabolism; Arginine and Proline Metabolism; Aspartate and asparagine metabolism,Amino acid metabolism,Amino acid metabolism,0.837565112245198,0.205426688831742,0.0250357439348043,-0.216108661446601,0.26618014931621,positive,Amino acid metabolism,1,509,,Not-sig
149.070905847227_18.4995898404787,149.070905847227,18.4995898404787,C00643,Amino Acid metab.,Tryptophan metabolism,Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.921290487698637,0.0988955418464404,0.00599879845988641,-0.113393788179612,0.125391385099385,positive,Amino acid metabolism,1,443,,HCB,204.066507369209_23.6597488427851,204.066507369209,23.6597488427851,Tryptophan metabolism,Amino acid metabolism,Amino acid metabolism,0.0602372086896742,1.89582817276807,0.238784419271899,-0.0104342475859227,0.48800308612972,negative,Amino acid metabolism,1,409,,Not-sig
202.086302269669_197.389805267644,202.086302269669,197.389805267644,C00978,Amino Acid metab.,Tryptophan metabolism,Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.942666678128289,0.0719818312475688,0.00442458001634566,-0.116562492033919,0.12541165206661,positive,Amino acid metabolism,1,445,,HCB,202.086264063277_39.931379,202.086264063277,39.931379,Tryptophan metabolism,Amino acid metabolism,Amino acid metabolism,0.541650698978857,0.611958507097054,0.0820816017405384,-0.183316249238667,0.347479452719743,positive,Amino acid metabolism,1,471,,Not-sig
111.09179183334_185.384992728153,111.09179183334,185.384992728153,C00047,Amino Acid metab.,Aspartate and asparagine metabolism,Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.975030775982355,-0.0313267895047869,-0.00194643013244029,-0.124242565869557,0.120349705604676,positive,Amino acid metabolism,1,447,,HCB,148.116121491342_112.3073647,148.116121491342,112.3073647,Lysine metabolism; Aspartate and asparagine metabolism,Amino acid metabolism; NA,Other Combination of pathways,0.0182900334314281,2.3903390086185,0.345584480607462,0.0595171338968669,0.631651827318057,positive,Multiple/other,1,20,,Sig. CHS only
111.09179183334_185.384992728153,111.09179183334,185.384992728153,C00047,Amino Acid metab.,Aspartate and asparagine metabolism,Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.975030775982355,-0.0313267895047869,-0.00194643013244029,-0.124242565869557,0.120349705604676,positive,Amino acid metabolism,1,447,,HCB,111.091667694742_38.00626827,111.091667694742,38.00626827,Lysine metabolism; Aspartate and asparagine metabolism,Amino acid metabolism; NA,Other Combination of pathways,0.0588323078045242,1.9064589277511,0.267087860536267,-0.0101166238068953,0.54429234487943,positive,Multiple/other,1,36,,Not-sig
139.050257279557_30.5209130542831,139.050257279557,30.5209130542831,C00135; C00439; C00785; C03680,Amino Acid metab.,Histidine metabolism,Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.980569495674197,-0.0243762444913371,-0.00146272125622449,-0.119572152918331,0.116646710405882,positive,Amino acid metabolism,1,448,,HCB,139.050195243543_45.76359512,139.050195243543,45.76359512,Beta-Alanine metabolism; Histidine metabolism; Histidine metabolism,Amino acid metabolism,Amino acid metabolism,0.0636309954981606,1.87098036051143,0.270293618474773,-0.0155576470227575,0.556144883972304,positive,Amino acid metabolism,1,410,,Not-sig
186.148893247254_234.78773289874,186.148893247254,234.78773289874,CE1936,Amino Acid metab.,Aspartate and asparagine metabolism,Amino acid metabolism,Amino acid metabolism,hexachlorobenzene_impute,0.984837746685945,0.0190208356112019,0.00117593999304579,-0.120511393003005,0.122863272989096,positive,Amino acid metabolism,1,449,,HCB,186.148867560181_39.98367878,186.148867560181,39.98367878,Aspartate and asparagine metabolism,Amino acid metabolism,Amino acid metabolism,0.864177710557207,-0.171402821255353,-0.0250033614299849,-0.313641681657899,0.263634958797929,positive,Amino acid metabolism,1,512,,Not-sig
326.304780344027_21.8985427939384,326.304780344027,21.8985427939384,hdcecrn; hdd2crn; ttdcrn,Lipid metab.,Carnitine shuttle,Lipid metabolism,Lipid metabolism,hexachlorobenzene_impute,3.74058615528784e-4,-3.60067393620169,-0.220966007817379,-0.34175614614462,-0.100175869490138,positive,Lipid metabolism,0.26687810466389267,451,,HCB,326.305113402357_35.75853588,326.305113402357,35.75853588,Carnitine shuttle,Lipid metabolism,Lipid metabolism,0.509530120040333,-0.661422729015455,-0.0960950467666097,-0.383566975851844,0.191376882318625,positive,Lipid metabolism,1,295,,Sig. SOLAR only
200.128166711932_212.832327235584,200.128166711932,212.832327235584,pcrn,Lipid metab.,Carnitine shuttle,Lipid metabolism,Lipid metabolism,hexachlorobenzene_impute,0.00823802410829666,2.66070931249961,0.161384876203504,0.0419983795887005,0.280771372818307,positive,Lipid metabolism,1,452,,HCB,182.117601971739_38.33572258,182.117601971739,38.33572258,Carnitine shuttle,Lipid metabolism,Lipid metabolism,0.190903416511713,1.31487314641865,0.183297260898698,-0.0925353910823884,0.459129912879785,positive,Lipid metabolism,1,252,,Sig. SOLAR only
200.128166711932_212.832327235584,200.128166711932,212.832327235584,pcrn,Lipid metab.,Carnitine shuttle,Lipid metabolism,Lipid metabolism,hexachlorobenzene_impute,0.00823802410829666,2.66070931249961,0.161384876203504,0.0419983795887005,0.280771372818307,positive,Lipid metabolism,1,452,,HCB,201.1131395523_121.047776428652,201.1131395523,121.047776428652,Carnitine shuttle,Lipid metabolism,Lipid metabolism,0.395825782917728,0.85196307430024,0.126631103756142,-0.167467644468205,0.42072985198049,negative,Lipid metabolism,1,279,,Sig. SOLAR only
200.128166711932_212.832327235584,200.128166711932,212.832327235584,pcrn,Lipid metab.,Carnitine shuttle,Lipid metabolism,Lipid metabolism,hexachlorobenzene_impute,0.00823802410829666,2.66070931249961,0.161384876203504,0.0419983795887005,0.280771372818307,positive,Lipid metabolism,1,452,,HCB,218.138682297428_63.70540979,218.138682297428,63.70540979,Carnitine shuttle,Lipid metabolism,Lipid metabolism,0.61828662516483,-0.499497243575414,-0.0724672260481534,-0.359533450325406,0.214598998229099,positive,Lipid metabolism,1,316,,Sig. SOLAR only
200.128166711932_212.832327235584,200.128166711932,212.832327235584,pcrn,Lipid metab.,Carnitine shuttle,Lipid metabolism,Lipid metabolism,hexachlorobenzene_impute,0.00823802410829666,2.66070931249961,0.161384876203504,0.0419983795887005,0.280771372818307,positive,Lipid metabolism,1,452,,HCB,174.14878722016_40.70050808,174.14878722016,40.70050808,Carnitine shuttle,Lipid metabolism,Lipid metabolism,0.952156993474742,-0.0601160154789689,-0.0081714667860034,-0.277128798722604,0.260785865150598,positive,Lipid metabolism,1,370,,Sig. SOLAR only
200.128166711932_212.832327235584,200.128166711932,212.832327235584,pcrn,Lipid metab.,Carnitine shuttle,Lipid metabolism,Lipid metabolism,hexachlorobenzene_impute,0.00823802410829666,2.66070931249961,0.161384876203504,0.0419983795887005,0.280771372818307,positive,Lipid metabolism,1,452,,HCB,201.113152703183_15.3189704608824,201.113152703183,15.318970460882401,Carnitine shuttle,Lipid metabolism,Lipid metabolism,0.978106861618726,0.027496114764061,0.00412807739502075,-0.292935943376313,0.301192098166355,negative,Lipid metabolism,1,378,,Sig. SOLAR only
185.11632713994_267.75645764442,185.11632713994,267.75645764442,C05956; C05962,Lipid metab.,Prostaglandin formation from arachidonate,Lipid metabolism,Lipid metabolism,hexachlorobenzene_impute,0.00896500541533227,-2.63138787910919,-0.16277662153768,-0.284534469868444,-0.0410187732069163,positive,Lipid metabolism,1,453,,HCB,185.117245481643_37.14387373,185.117245481643,37.14387373,Prostaglandin formation from arachidonate,Lipid metabolism,Lipid metabolism,0.614771019729632,0.504509169024634,0.074514395141473,-0.217728978442349,0.366757768725295,positive,Lipid metabolism,1,313,,Sig. SOLAR only
398.241224017434_22.3056327479277,398.241224017434,22.3056327479277,clpnd; dcsptn1,Lipid metab.,Fatty acid activation,Lipid metabolism,Lipid metabolism,hexachlorobenzene_impute,0.0107868670630259,-2.56634717885565,-0.156422856728543,-0.276393395555657,-0.0364523179014289,positive,Lipid metabolism,1,455,,HCB,398.241061725058_35.57646658,398.241061725058,35.57646658,Fatty acid activation,Lipid metabolism,Lipid metabolism,0.280179662484756,1.08450443020635,0.161658476580764,-0.133286298498381,0.456603251659909,positive,Lipid metabolism,1,265,,Sig. SOLAR only
376.259487968251_23.1464300405486,376.259487968251,23.1464300405486,C12144,Lipid metab.,Glycosphingolipid metabolism,Lipid metabolism,Lipid metabolism,hexachlorobenzene_impute,0.0168389982021163,-2.40430904881604,-0.147304531571358,-0.267895732649075,-0.0267133304936409,positive,Lipid metabolism,1,457,,HCB,376.25917378995_35.58968826,376.25917378995,35.58968826,Glycosphingolipid metabolism,Lipid metabolism,Lipid metabolism,0.313231461882037,1.01245312970903,0.150736322324082,-0.143852689495296,0.445325334143461,positive,Lipid metabolism,1,273,,Sig. SOLAR only
284.266399646495_20.8804623797048,284.266399646495,20.8804623797048,C00712,Lipid metab.,De novo fatty acid biosynthesis; Fatty acid activation,Lipid metabolism,Lipid metabolism,hexachlorobenzene_impute,0.0260460950594126,-2.23716290941839,-0.140149514361603,-0.263455395521304,-0.0168436332019015,positive,Lipid metabolism,1,459,,HCB,284.267476693907_256.781987057547,284.267476693907,256.781987057547,Fatty acid activation; De novo fatty acid biosynthesis,Lipid metabolism,Lipid metabolism,0.610505795332184,-0.510606943355817,-0.0735707740611291,-0.358667457388677,0.211525909266419,negative,Lipid metabolism,1,310,,Sig. SOLAR only
284.266399646495_20.8804623797048,284.266399646495,20.8804623797048,C00712,Lipid metab.,De novo fatty acid biosynthesis; Fatty acid activation,Lipid metabolism,Lipid metabolism,hexachlorobenzene_impute,0.0260460950594126,-2.23716290941839,-0.140149514361603,-0.263455395521304,-0.0168436332019015,positive,Lipid metabolism,1,459,,HCB,284.267782169272_91.1159473529588,284.267782169272,91.1159473529588,Fatty acid activation; De novo fatty acid biosynthesis,Lipid metabolism,Lipid metabolism,0.675322800154534,0.419817228164192,0.0624047955498725,-0.231719746181247,0.356529337280992,negative,Lipid metabolism,1,326,,Sig. SOLAR only
284.266399646495_20.8804623797048,284.266399646495,20.8804623797048,C00712,Lipid metab.,De novo fatty acid biosynthesis; Fatty acid activation,Lipid metabolism,Lipid metabolism,hexachlorobenzene_impute,0.0260460950594126,-2.23716290941839,-0.140149514361603,-0.263455395521304,-0.0168436332019015,positive,Lipid metabolism,1,459,,HCB,284.266403551908_35.40678815,284.266403551908,35.40678815,De novo fatty acid biosynthesis; Fatty acid activation,Lipid metabolism,Lipid metabolism,0.886541677727676,-0.142966211226291,-0.0211516173616832,-0.313892736689811,0.271589501966445,positive,Lipid metabolism,1,365,,Sig. SOLAR only
369.35140696267_25.1168320669206,369.35140696267,25.1168320669206,C00187; C01189; C03091; C03845; C05452; C15780; C15816; CE2315,Lipid metab.,Squalene and cholesterol biosynthesis; Glycerophospholipid metabolism; Fatty Acid Metabolism; Bile acid biosynthesis; C21-steroid hormone biosynthesis and metabolism; Bile acid biosynthesis; C21-steroid hormone biosynthesis and metabolism; Squalene and cholesterol biosynthesis,Lipid metabolism,Lipid metabolism,hexachlorobenzene_impute,0.0332747105694832,-2.13909453584789,-0.129495857731354,-0.248651799221151,-0.0103399162415582,positive,Lipid metabolism,1,461,,HCB,369.351445124863_35.97601431,369.351445124863,35.97601431,Squalene and cholesterol biosynthesis; Fatty Acid Metabolism; Bile acid biosynthesis; C21-steroid hormone biosynthesis and metabolism; Glycerophospholipid metabolism; Bile acid biosynthesis; C21-steroid hormone biosynthesis and metabolism; Squalene and cholesterol biosynthesis,Lipid metabolism,Lipid metabolism,0.431749512388649,-0.788693482565801,-0.113633906799122,-0.398718168184345,0.171450354586101,positive,Lipid metabolism,1,283,,Sig. SOLAR only
288.289616706713_19.1675071908989,288.289616706713,19.1675071908989,dmnoncrn,Lipid metab.,Fatty Acid Metabolism,Lipid metabolism,Lipid metabolism,hexachlorobenzene_impute,0.0371787331914159,-2.09357116709414,-0.126183696393709,-0.244816643979723,-0.00755074880769585,positive,Lipid metabolism,1,462,,HCB,314.268836652563_35.92158299,314.268836652563,35.92158299,Fatty Acid Metabolism,Lipid metabolism,Lipid metabolism,0.301161072517931,-1.03814201542413,-0.153554354091624,-0.446224836349913,0.139116128166665,positive,Lipid metabolism,1,269,,Sig. SOLAR only
288.289616706713_19.1675071908989,288.289616706713,19.1675071908989,dmnoncrn,Lipid metab.,Fatty Acid Metabolism,Lipid metabolism,Lipid metabolism,hexachlorobenzene_impute,0.0371787331914159,-2.09357116709414,-0.126183696393709,-0.244816643979723,-0.00755074880769585,positive,Lipid metabolism,1,462,,HCB,288.28952373815_35.40471862,288.28952373815,35.40471862,Fatty Acid Metabolism,Lipid metabolism,Lipid metabolism,0.615028508692523,-0.504141655638468,-0.0687605271125438,-0.33863398251025,0.201112928285162,positive,Lipid metabolism,1,314,,Sig. SOLAR only
